0,1,64,108,0,12,80,,,,
0,2,101,140,0,44,80,,37,32,32
0,,105,144,0,48,80,,4,4,4
0,4,93,133,0,39,80,,12,11,9
0,5,106,144,0,50,80,,13,11,11
0,,106,145,0,51,80,,0,1,1
0,,105,144,0,50,80,,1,1,1
0,,103,142,0,50,80,,2,2,0
0,,102,142,0,50,80,,1,0,0
0,,103,142,0,51,80,,1,0,1
0,,104,144,0,53,80,,1,2,2
0,,102,142,0,51,80,,2,2,2
0,,102,142,0,52,80,,0,0,1
0,,102,142,0,53,80,,0,0,1
0,,97,138,0,49,80,,5,4,4
0,,96,136,0,47,80,,1,2,2
0,,95,136,0,47,80,,1,0,0
0,,95,135,0,48,80,,0,1,1
0,,97,139,0,52,80,,2,4,4
0,,97,138,0,52,80,,0,1,0
0,,96,137,0,51,80,,1,1,1
0,,97,139,0,53,80,,1,2,2
0,,98,140,0,55,80,,1,1,2
0,,100,143,0,60,80,,2,3,5
0,,100,143,0,60,80,,0,0,0
0,,100,143,0,60,80,,0,0,0
0,,99,142,0,61,80,,1,1,1
0,,99,142,0,61,80,,0,0,0
0,,98,141,0,61,80,,1,1,0
0,,99,143,0,63,80,,1,2,2
0,,98,142,0,63,80,,1,1,0
0,,98,142,0,63,80,,0,0,0
0,,98,142,0,64,80,,0,0,1
0,,97,142,0,64,80,,1,0,0
0,,97,142,0,65,80,,0,0,1
0,,95,140,0,63,80,,2,2,2
0,,95,139,0,63,80,,0,1,0
0,,94,138,0,61,80,,1,1,2
0,,97,143,0,70,80,,3,5,9
0,,94,140,0,65,80,,3,3,5
0,,91,135,0,59,80,,3,5,6
0,,88,131,0,55,80,,3,4,4
0,,85,126,0,50,80,,3,5,5
0,,84,125,0,49,80,,1,1,1
0,,88,131,0,56,80,,4,6,7
0,,88,132,0,58,80,,0,1,2
0,,85,126,0,52,80,,3,6,6
0,,80,120,0,45,80,,5,6,7
0,49,69,105,0,28,80,,11,15,17
0,,67,103,0,26,80,,2,2,2
0,51,92,141,0,75,80,,25,38,49
0,,91,140,0,73,80,,1,1,2
0,,92,143,0,79,80,,1,3,6
0,,92,144,0,82,80,,0,1,3
0,,91,143,0,81,80,,1,1,1
0,,91,145,0,84,80,,0,2,3
0,,91,144,0,85,80,,0,1,1
0,,91,145,0,86,80,,0,1,1
0,,90,145,0,87,80,,1,0,1
0,,90,144,0,87,80,,0,1,0
0,,89,144,0,88,80,,1,0,1
0,,89,144,0,88,80,,0,0,0
0,,88,144,0,89,80,,1,0,1
0,64,72,109,0,39,80,,16,35,50
0,65,87,137,0,78,80,,15,28,39
0,,86,136,0,77,80,,1,1,1
0,,86,136,0,77,80,,0,0,0
0,,86,137,0,80,80,,0,1,3
0,,85,134,0,77,80,,1,3,3
0,70,82,127,0,66,80,,3,7,11
0,71,85,137,0,83,80,,3,10,17
0,,84,136,0,81,80,,1,1,2
0,,84,134,0,79,80,,0,2,2
0,,84,135,0,82,80,,0,1,3
0,,83,136,0,83,80,,1,1,1
0,,83,134,0,81,80,,0,2,2
0,,83,138,0,89,80,,0,4,8
0,,82,133,0,81,80,,1,5,8
0,,82,136,0,88,80,,0,3,7
0,,82,137,0,89,80,,0,1,1
0,81,71,109,0,48,80,,11,28,41
0,82,78,123,0,68,80,,7,14,20
0,,76,118,0,61,80,,2,5,7
0,,73,113,0,54,80,,3,5,7
0,85,76,119,0,64,80,,3,6,10
0,,75,118,0,63,80,,1,1,1
0,,75,119,0,64,80,,0,1,1
0,,75,119,0,65,80,,0,0,1
0,,76,121,0,68,80,,1,2,3
0,,76,123,0,73,80,,0,2,5
0,91,70,109,0,52,80,,6,14,21
0,,72,112,0,57,80,,2,3,5
0,,72,112,0,58,80,,0,0,1
0,,72,112,0,59,80,,0,0,1
0,,71,111,0,58,80,,1,1,1
0,,70,109,0,55,80,,1,2,3
0,,71,112,0,60,80,,1,3,5
0,,68,105,0,51,80,,3,7,9
0,99,71,113,0,63,80,,3,8,12
0,,70,111,0,61,80,,1,2,2
