0 -118 153.0 158.0 0 60
0 -118 153.0 158.0 0 60
0 -118 153.0 158.0 0 60
0 -118 153.0 158.0 0 60
0 -118 153.0 158.0 0 60
0 -35 3.0 176.0 0 60
0 -35 3.0 176.0 0 60
0 -35 3.0 176.0 0 60
0 -35 3.0 176.0 0 60
0 -137 -17 168.0 0 60
0 -137 -17 168.0 0 60
0 -137 -17 168.0 0 60
0 -137 -17 168.0 0 60
0 -137 -17 168.0 0 60
0 -116 147.0 154.0 0 60
0 -116 147.0 154.0 0 60
0 -116 147.0 154.0 0 60
0 -116 147.0 154.0 0 60
0 -82 78.0 123.0 0 60
0 -82 78.0 123.0 0 60
0 -82 78.0 123.0 0 60
0 -82 78.0 123.0 0 60
0 -82 78.0 123.0 0 60
0 -147 0.0 0.0 0 60
0 -147 0.0 0.0 0 60
0 -147 0.0 0.0 0 60
0 -147 0.0 0.0 0 60
0 -147 0.0 0.0 0 60
0 -170 0.0 180.0 0 60
0 -170 0.0 180.0 0 60
0 -170 0.0 180.0 0 60
0 -170 0.0 180.0 0 60
0 -172.0 140 -348.0 0 60
0 -172.0 140 -347.0 0 60
0 -172.0 140 -347.0 0 60
0 -172.0 140 -347.0 0 60
0 -171.0 140 -346.0 0 60
0 -67 -97 105.0 0 60
0 -67 -97 105.0 0 60
0 -67 -97 105.0 0 60
0 -67 -97 105.0 0 60
0 -67 -97 105.0 0 60
0 -133 0 0.0 0 60
0 -133 0 0.0 0 60
0 -133 0 0.0 0 60
0 -133 0 0.0 0 60
0 -133 0 0.0 0 60
0 -133 0.0 180.0 0 60
0 -14 1.0 179.0 0 60
0 -14 1.0 179.0 0 60
0 -14 1.0 179.0 0 60
0 -14 1.0 179.0 0 60
0 -86 89.0 129.0 0 60
0 -86 89.0 129.0 0 60
0 -86 89.0 129.0 0 60
0 -86 89.0 129.0 0 60
0 -86 89.0 129.0 0 60
0 -76 133.0 162.0 0 60
0 -76 133.0 162.0 0 60
0 -76 133.0 162.0 0 60
0 -76 133.0 162.0 0 60
0 -76 133.0 162.0 0 60
0 -76 133.0 162.0 0 60
0 -85 -79 69.0 0 60
0 -85 -79 69.0 0 60
0 -85 -79 69.0 0 60
0 -85 -79 69.0 0 60
0 -85 -79 69.0 0 60
